Year of Manufacture,Car Make,Car Full Title,Cash Price (USD),Exterior,Interior,Mileage,Fuel Type,MPG,Transmission,Drivetrain,Engine,Location,Listed Since,VIN,Stock Number,Features,Financing Support,Price Category,City MPG,Highway MPG,Price Segment,Top Exterior Color,State,Top State,Listed Days,Cluster,Expected_Days_To_Sell,Probability_Sold_30Days,Total_Expected_Days
2015,Hyundai,2015 Hyundai Sonata Limited 2.4L,9950,Dark Truffle,Beige,108353,Gas,24 city / 35 highway,Automatic Transmission,Fwd,2.4L Inline-4 Gas Inline,"Arlington, Tx",2 days ago,5NPE34AF1FH176008,176008,"Beige, Leather Seating Surfaces; Option Group 05; Wheel Locks; Carpeted Floor Mats; Cargo Net; Reversible Cargo Tray; Wheel Type; Moonroof; Premium Audio; Navigation; Seat Material; Front Heated Seats; Front Cooled Seats; Climate Control; Blind Spot System; Backup Camera; Bluetooth; See less",Yes,Affordable (5K-15K),24.0,35.0,Affordable,Other,texas,texas,2.0,6,31.49744194535144,0.4568115529963306,33.49744194535144
2017,Hyundai,2017 Hyundai Sonata Sport 2.4L,7991,Phantom Black,Black,61323,Gas,25 city / 35 highway,Automatic Transmission,Fwd,2.4L Inline-4 Gas Inline,"Miramar, Fl",16 days ago,5NPE34AF5HH460938,460938,"Black, Leather Bolster/Cloth Insert Seating Surfaces; Value Edition Package 02; Rear Bumper Applique; Mud Guards; Carpeted Floor Mats; Cargo Net; Wheel Type; Moonroof; Apple CarPlay; Android Auto; Seat Material; Front Heated Seats; Backup Camera; Bluetooth; See less; Traction Control; Power Door Locks; Tilt & Telescoping Wheel; Auto 6-Spd Shiftronic; CD/MP3 (Single Disc); See all features",Yes,Affordable (5K-15K),25.0,35.0,Affordable,Other,florida,florida,16.0,6,38.27484100523458,0.3622349755216026,54.27484100523458
2014,Hyundai,2014 Hyundai Sonata Gls 2.4L Automatic,4999,Radiant Silver Metallic,Gray,156069,Gas,24 city / 35 highway,Automatic Transmission,Fwd,2.4L Inline-4 Gas Inline,"Vero Beach, Fl",39 days ago,5NPEB4AC3EH837951,2S25021B,"Option Group 1; Gray, Premium Cloth Seating Surfaces; Wheel Type; Bluetooth; Option Group 1; 6 Speakers; AM/FM radio: SiriusXM; CD player; Radio: AM/FM/SiriusXM/CD/MP3 Audio System; Air Conditioning; Rear window defroster; Power steering; Power windows; Remote keyless entry; Steering wheel mounted audio controls; Four wheel independent suspension; Speed-sensing steering; Traction control; 4-Wheel Disc Brakes; ABS brakes; Anti-whiplash front head restraints; Dual front impact airbags; Dual front side impact airbags; Emergency communication system: Blue Link; Front anti-roll bar; Low tire pressure warning; Occupant sensing airbag; Overhead airbag; Rear anti-roll bar; Brake assist; Electronic Stability Control; Delay-off headlights; Panic alarm; Security system; Speed control; Bumpers: body-color; Heated door mirrors; Power door mirrors; Driver door bin; Driver vanity mirror; Front reading lights; Illuminated entry; Outside temperature display; Overhead console; Passenger vanity mirror; Rear seat center armrest; Tachometer; Telescoping steering wheel; Tilt steering wheel; Trip computer; Front Bucket Seats; Premium Cloth Seating Surfaces; Split folding rear seat; Front Center Armrest w/Storage; Passenger door bin; 16 x 6.5J Aluminum Alloy Wheels; Alloy wheels; Speed-Sensitive Wipers; Variably intermittent wipers; See less",No,Budget (<5K),24.0,35.0,Budget / Used,Other,florida,florida,39.0,5,11.4,0.6684620796755278,50.4
2013,Hyundai,2013 Hyundai Sonata Gls 2.4L,7041,Pacific Blue Pearl,Gray,98419,Gas,24 city / 35 highway,Automatic Transmission,Fwd,2.4L Inline-4 Gas Inline,"Pensacola, Fl",96 days ago,5NPEB4ACXDH780940,780940,,No,Affordable (5K-15K),24.0,35.0,Affordable,Other,florida,florida,96.0,5,13.65,0.5842523916599967,109.65
2023,Bmw,2023 Bmw X5 Xdrive40I,27990,Mineral White Metallic,Black,52311,Gas,21 city / 25 highway,Automatic Transmission,Awd,3.0L Inline-6 Gas Inline,"Great Neck, Ny",12 days ago,5UXCR6C05P9P75321,VE1162-215,Wheel Type; Moonroof; Power Trunk/Liftgate; Navigation; Apple CarPlay; Seat Material; Front Heated Seats; Climate Control; Blind Spot System; Lane Keep Assist; Backup Camera; Parking Sensors; Bluetooth; See less; Turbocharged; All Wheel Drive; Power Steering; ABS; 4-Wheel Disc Brakes; See all features,Yes,Mid-range (15K-30K),21.0,25.0,Mid-range,Other,new york,new york,12.0,7,16.62406795110865,0.5170677203746279,28.62406795110865
2019,Bmw,2019 Bmw X3 Sdrive30I Rwd,16490,Alpine White,Black,92503,Gas,23 city / 30 highway,Automatic Transmission,Rwd,2.0L Inline-4 Gas Inline,"Plano, Tx",9 days ago,5UXTR7C54KLR44077,R44077AV,"18"" X 7.0"" Y Spoke (Style 688) Wheels; Alpine White; Black, Sensatec Upholstery; Convenience Package; Space Saver Spare; Panoramic Moonroof; Heated Front Seats; Heated Steering Wheel; Navigation System; See less; Wheel Type; Moonroof; Power Trunk/Liftgate; Navigation; Seat Material; See all features; Navigation System; 12 Speakers; AM/FM radio; Hi-Fi Sound System; Radio data system; See all features",Yes,Mid-range (15K-30K),23.0,30.0,Mid-range,Other,texas,texas,9.0,1,31.025644858507498,0.4094725529986505,40.0256448585075
2013,Hyundai,2013 Hyundai Sonata Se 2.4L,5900,Radiant Silver,Gray,129274,Gas,24 city / 35 highway,Automatic Transmission,Fwd,2.4L Inline-4 Gas Inline,"Council Bluffs, Ia",76 days ago,5NPEC4ACXDH682097,ZH63297B,"Standard Equipment; Gray, Cloth Seats with Leather Bolster; Cargo Mat; Carpeted Floor Mats; Wheel Type; Seat Material; Front Heated Seats; Bluetooth; Option Group 1; 18 x 7.5J Hyper Silver Aluminum Alloy Wheels; Front Heated Sport Bucket Seats; Leather Bolster/Cloth Insert Seating Surfaces; AM/FM/CD/MP3 w/ Sirius XM Audio System; Cargo Mat; Carpeted Floor Mats; Anti-Lock Braking System (ABS); Metalgrain Interior Accents; Front Seat Side Impact & Curtain Airbags; Steering Wheel Audio Controls; Bluetooth Hands-Free Phone System; Blue Link Telematics System; Chrome Exterior Door Handles; Chrome Window Belt-Line Moldings; Cruise Control; Daytime Running Lights; Active ECO System; Chrome-Tipped Dual Exhaust; Front Fog Lights; Dark Chrome Front Grille; Chrome Interior Door Handles; Front Active Head Restraints; Automatic Light Control; Heated Mirrors; Power Locks; Proximity Entry w/Push Button Start; Power Windows; Remote Keyless Entry & Alarm; Solar Control Glass; Sport-Tuned Suspension; Leather-Wrapped Steering Wheel & Shift Knob; Traction Control System; Tilt & Telescopic Steering Wheel; Tire Pressure Monitoring System; Advanced Trip Computer w/Custom Settings; SiriusXM Satellite Radio; 4-Wheel Disc Brakes; 6 Speakers; Air Conditioning; Electronic Stability Control; Front Bucket Seats; Tachometer; ABS brakes; Alloy wheels; Anti-whiplash front head restraints; Brake assist; Bumpers: body-color; CD player; Delay-off headlights; Driver door bin; Driver vanity mirror; Dual front impact airbags; Dual front side impact airbags; Four wheel independent suspension; Front anti-roll bar; Front fog lights; Front reading lights; Fully automatic headlights; Heated door mirrors; Heated front seats; Illuminated entry; Leather steering wheel; Low tire pressure warning; Occupant sensing airbag; Outside temperature display; Overhead airbag; Overhead console; Panic alarm; Passenger door bin; Passenger vanity mirror; Power door mirrors; Power driver seat; Power steering; Power windows; Rear anti-roll bar; Rear seat center armrest; Rear window defroster; Remote keyless entry; Security system; Speed control; Speed-sensing steering; Split folding rear seat; Steering wheel mounted audio controls; Telescoping steering wheel; Tilt steering wheel; Traction control; Trip computer; Variably intermittent wipers; Front beverage holders; Speed-Sensitive Wipers; Front Center Armrest w/Storage; AM/FM radio; Emergency communication system: Blue Link; See less",No,Affordable (5K-15K),24.0,35.0,Affordable,Other,iowa,Unmatched,76.0,5,13.65,0.5650927051465442,89.65
2021,Hyundai,2021 Hyundai Sonata Sel,13999,Portofino Gray,Black,101636,Gas,27 city / 37 highway,Automatic Transmission,Fwd,2.5L Inline-4 Gas Inline,"Dallas, Tx",89 days ago,5NPEL4JA5MH092288,2411-92288,Option Group 01; Carpeted Floor Mats; Wheel Type; Power Trunk/Liftgate; Apple CarPlay; Android Auto; Front Heated Seats; Remote Engine Start; Climate Control; Cruise Control; Blind Spot System; Lane Keep Assist; Backup Camera; Bluetooth; See less; Keyless Entry; Backup Camera; Alloy Wheels; Tilt & Telescoping Wheel; F&R Head Curtain Air Bags; See all features,Yes,Affordable (5K-15K),27.0,37.0,Affordable,Other,texas,texas,89.0,6,7.949999999999999,0.4447151544722517,96.95
2022,Toyota,2022 Toyota Highlander Platinum Awd,33259,Ruby Flare Pearl,Black,72803,Gas,20 city / 27 highway,Automatic Transmission,Awd,3.5L V-6 Gas V,"Pensacola, Fl",68 days ago,5TDFZRBH2NS173238,NS173238,Wheel Type; Moonroof; Power Trunk/Liftgate; Premium Audio; Navigation; Apple CarPlay; Android Auto; Seat Material; Front Heated Seats; Front Cooled Seats; Third Row Seating; Remote Engine Start; Climate Control; Cruise Control; Blind Spot System; Lane Keep Assist; Backup Camera; Parking Sensors; Bluetooth; See less; Driver Air Bag; Passenger Air Bag; Front Head Air Bag; Rear Head Air Bag; Multi-Zone A/C; See all features,Yes,Premium (30K-60K),20.0,27.0,Premium,Other,florida,florida,68.0,0,12.75,0.4123553654109664,80.75
2022,Toyota,2022 Toyota Highlander Xle Fwd,23999,Celestial Silver Metallic,Graphite,138281,Gas,21 city / 29 highway,Automatic Transmission,Fwd,3.5L V-6 Gas V,"Fort Myers, Fl",29 days ago,5TDGZRAHXNS108045,NS108045,Wheel Type; Moonroof; Power Trunk/Liftgate; Apple CarPlay; Android Auto; Seat Material; Front Heated Seats; Third Row Seating; Remote Engine Start; Climate Control; Cruise Control; Blind Spot System; Lane Keep Assist; Backup Camera; Bluetooth; See less; Sun/Moonroof; 3rd Row Seat; Lane Keeping Assist; Keyless Start; Rear Spoiler; See all features,No,Mid-range (15K-30K),21.0,29.0,Mid-range,Other,florida,florida,29.0,5,26.09953362919781,0.2856945368556758,55.09953362919781
2022,Toyota,2022 Toyota Highlander Xle Awd,24000,Magnetic Gray Metallic,Black,112811,Gas,20 city / 27 highway,Automatic Transmission,Awd,3.5L V-6 Gas V,"Brooklyn, Ny",16 days ago,5TDGZRBH8NS220745,T9443,Wheel Type; Moonroof; Power Trunk/Liftgate; Apple CarPlay; Android Auto; Seat Material; Front Heated Seats; Third Row Seating; Remote Engine Start; Climate Control; Cruise Control; Blind Spot System; Lane Keep Assist; Backup Camera; Bluetooth; See less; 6 Speakers; AM/FM radio: SiriusXM; Radio: Audio Plus; Air Conditioning; Automatic temperature control; See all features,Yes,Mid-range (15K-30K),20.0,27.0,Mid-range,Other,new york,new york,16.0,1,17.066949402622985,0.3921028687561735,33.06694940262298
2019,Toyota,2019 Toyota Highlander Xle V6 Awd,19800,Predawn Gray Mica,Ash,85001,Gas,20 city / 26 highway,Automatic Transmission,Awd,3.5L V-6 Gas V,"Lake Park, Fl",18 days ago,5TDJZRFH0KS613943,HTSR613943,Wheel Type; Moonroof; Power Trunk/Liftgate; Navigation; Seat Material; Front Heated Seats; Third Row Seating; Climate Control; Cruise Control; Blind Spot System; Lane Keep Assist; Backup Camera; Bluetooth; See less; Navigation System; 6 Speakers; AM/FM radio: SiriusXM; CD player; Radio: Entune Premium Audio w/Nav & App Suite; See all features,Yes,Mid-range (15K-30K),20.0,26.0,Mid-range,Other,florida,florida,18.0,1,30.09421549642528,0.3532780902455391,48.09421549642528
2023,Toyota,2023 Toyota Highlander Xle Fwd,25000,Midnight Black Metallic,Black,48681,Gas,22 city / 29 highway,Automatic Transmission,Fwd,2.4L Inline-4 Gas Inline,"Boerne, Tx",47 days ago,5TDKDRAH9PS502227,A10032,Wheel Type; Moonroof; Power Trunk/Liftgate; Apple CarPlay; Android Auto; Seat Material; Front Heated Seats; Third Row Seating; Remote Engine Start; Climate Control; Cruise Control; Blind Spot System; Lane Keep Assist; Backup Camera; Bluetooth; See less; 6 Speakers; AM/FM radio: SiriusXM; Radio: 8'' Toyota Audio Multimedia; Air Conditioning; Automatic temperature control; See all features,Yes,Mid-range (15K-30K),22.0,29.0,Mid-range,Other,texas,texas,47.0,7,8.25,0.3630092394749309,55.25
2024,Toyota,2024 Toyota Highlander Le Awd,30799,Magnetic Gray Metallic,Black,26118,Gas,21 city / 28 highway,Automatic Transmission,Awd,2.4L Inline-4 Gas Inline,"Live Oak, Tx",9 days ago,5TDKDRBH4RS528882,54103302,Wheel Type; Power Trunk/Liftgate; Apple CarPlay; Android Auto; Third Row Seating; Remote Engine Start; Climate Control; Cruise Control; Blind Spot System; Lane Keep Assist; Backup Camera; Bluetooth; See less; 6 Speakers; AM/FM radio: SiriusXM; Radio: 8'' Toyota Audio Multimedia; Air Conditioning; Automatic temperature control; See all features,Yes,Premium (30K-60K),21.0,28.0,Premium,Other,texas,texas,9.0,7,20.491370879518005,0.4714337752664643,29.491370879518005
2019,Toyota,2019 Toyota Highlander Xle V6 Fwd,16800,Gray,Unknown,138113,Gas,21 city / 27 highway,Automatic Transmission,Fwd,3.5L V-6 Gas V,"Homosassa, Fl",130 days ago,5TDKZRFH5KS551749,N24776A,CD player; Air Conditioning; Rear air conditioning; Rear window defroster; Power steering; Power windows; Remote keyless entry; Steering wheel mounted audio controls; Four wheel independent suspension; Speed-sensing steering; Traction control; 4-Wheel Disc Brakes; ABS brakes; Dual front impact airbags; Dual front side impact airbags; Front anti-roll bar; Knee airbag; Low tire pressure warning; Occupant sensing airbag; Overhead airbag; Rear anti-roll bar; Brake assist; Electronic Stability Control; Exterior Parking Camera Rear; Auto High-beam Headlights; Delay-off headlights; Fully automatic headlights; Panic alarm; Speed control; Bumpers: body-color; Heated door mirrors; Power door mirrors; Spoiler; Turn signal indicator mirrors; Driver door bin; Driver vanity mirror; Front reading lights; Illuminated entry; Outside temperature display; Overhead console; Passenger vanity mirror; Rear reading lights; Tachometer; Telescoping steering wheel; Tilt steering wheel; Trip computer; 3rd row seats: split-bench; Front Bucket Seats; Front Center Armrest; Reclining 3rd row seat; Split folding rear seat; Passenger door bin; Alloy wheels; Rear window wiper; Variably intermittent wipers; 3.003 Axle Ratio; See less,No,Mid-range (15K-30K),21.0,27.0,Mid-range,Gray,florida,florida,130.0,5,9.0,0.193445551976389,139.0
2020,Toyota,2020 Toyota Sienna Xle Auto Access Seat Fwd 7-Passenger,23800,Gray,Gray,105572,Gas,19 city / 26 highway,Automatic Transmission,Fwd,3.5L V-6 Gas V,"El Paso, Tx",412 days ago,5TDYZ3DC5LS086423,16550,Deep Tinted Glass; 2 LCD Monitors In The Front; 2 Seatback Storage Pockets; 20 Gal. Fuel Tank; 3 12V DC Power Outlets; 4-Wheel Disc Brakes w/4-Wheel ABS- Front Vented Discs and Brake Assist; Air Filtration; Airbag Occupancy Sensor; Analog Appearance; Battery w/Run Down Protection; Black Side Windows Trim; Blind Spot Monitor (BSM) Blind Spot; Bluetooth Wireless Phone Connectivity; Body-Colored Rear Bumper; Cargo Space Lights; Carpet Floor Trim; Chrome Door Handles; Clearcoat Paint; Collision Mitigation-Front; Compact Spare Tire Stored Underbody w/Crankdown; Compass; Cruise Control w/Steering Wheel Controls; Curtain 1st- 2nd And 3rd Row Airbags; Delayed Accessory Power; Distance Pacing; Door Auto-Latch; Driver And Passenger Visor Vanity Mirrors w/Driver And Passenger Illumination; Driver Foot Rest; Driver Knee Airbag and Passenger Cushion Front Airbag; Driver Monitoring-Alert; Driver Seat; Dual Stage Driver And Passenger Front Airbags; Dual Stage Driver And Passenger Seat-Mounted Side Airbags; Electric Power-Assist Speed-Sensing Steering; Engine Oil Cooler; Fade-To-Off Interior Lighting; Fixed Rear Window w/Fixed Interval Wiper and Defroster; Front And Rear Anti-Roll Bars; Front And Rear Map Lights; Front Fog Lamps; Front Windshield -inc: Sun Visor Strip; Front-Wheel Drive; Full Carpet Floor Covering; Full Cloth Headliner; Fully Galvanized Steel Panels; Gas-Pressurized Shock Absorbers; HVAC -inc: Underseat Ducts and Headliner/Pillar Ducts; Illuminated Front Cupholder; Immobilizer; Leather/Simulated Wood Gear Shifter Material; Leatherette Door Trim Insert; Lip Spoiler; Locking Glove Box; Low Tire Pressure Warning; Manual Adjustable Front Head Restraints and Manual Adjustable Rear Head Restraints; Manual Tilt/Telescoping Steering Column; Metal-Look Grille w/Chrome Surround; Outside Temp Gauge; Passenger Seat; Perimeter Alarm; Power Sliding Rear Doors; Rear Child Safety Locks; Rear Cupholder; Roof Rack Rails Only; Seats w/Leatherette Back Material; Side Impact Beams; Single Stainless Steel Exhaust; Steel Spare Wheel; Streaming Audio; Strut Front Suspension w/Coil Springs; Torsion Beam Rear Suspension w/Coil Springs; Trunk/Hatch Auto-Latch; Valet Function; Variable Intermittent Wipers w/Heated Wiper Park; Wheels w/Machined Accents; Window Grid And Roof Mount Diversity Antenna; Engine: 3.5L DOHC V6 SMPI; Axle Ratio: 3.003; GVWR: 5-995 lbs; Heated Front Bucket Seats -inc: 8-way power driver and 4-way power passenger seats; Entune 3.0 Mobile Hotspot Internet Access; Interior Trim -inc: Simulated Wood Instrument Panel Insert- Simulated Wood Door Panel Insert- Simulated Wood Console Insert and Chrome/Metal-Look Interior Accents; Instrument Panel Covered Bin- Covered Dashboard Storage- Interior Concealed Storage- Driver / Passenger And Rear Door Bins; Toyota Safety Sense P (TSS-P) and Rear Cross-Traffic Alert (RCTA); See less,Yes,Mid-range (15K-30K),19.0,26.0,Mid-range,Gray,texas,texas,412.0,4,20.85,0.1318235413644202,432.85
2018,Toyota,2018 Toyota Tundra Limited Double Cab 6.5' Bed 5.7L Rwd,16577,Super White,Graphite,176226,Gas,13 city / 18 highway,Automatic Transmission,Rwd,4.6L V-8 Gas V,"Peoria, Il",81 days ago,5TFRM5F12JX128712,H24-981A,6 Speakers; AM/FM radio; CD player; Radio: Entune AM/FM/CD; Air Conditioning; Power steering; Power windows; Remote keyless entry; Speed-sensing steering; Traction control; 4-Wheel Disc Brakes; ABS brakes; Dual front impact airbags; Dual front side impact airbags; Front anti-roll bar; Front wheel independent suspension; Knee airbag; Low tire pressure warning; Occupant sensing airbag; Overhead airbag; Brake assist; Electronic Stability Control; Exterior Parking Camera Rear; Auto High-beam Headlights; Delay-off headlights; Fully automatic headlights; Panic alarm; Speed control; Heated door mirrors; Power door mirrors; Rear step bumper; Driver door bin; Front reading lights; Illuminated entry; Outside temperature display; Overhead console; Rear reading lights; Tachometer; Tilt steering wheel; 3-Passenger Front Bench Seat; Fabric Seat Trim; Split folding rear seat; Front Center Armrest w/Storage; Passenger door bin; 18'' x 8J Styled Steel Wheels; 3.91 Axle Ratio; ***ANOTHER BOB LINDSAY 1-OWNER VEHICLE**; ***LOCAL TRADE IN***; See less,No,Mid-range (15K-30K),13.0,18.0,Mid-range,Other,illinois,Unmatched,81.0,3,15.75,0.2290925983117481,96.75
